0,-7,3,0,10.5,4.5,0
0,-8,0,0,10.5,3.5,0
-7,3.5,0,0,3.5,8,0
-10.5,-3,1.5,2,8.5,1.5,0
-0.5,-11.5,1.5,1,10,1.5,0
-7,5.5,1.5,1,3.5,1.5,0
-7.5,0.5,1.5,1,3,1.5,0
-10,-4.5,1.5,1,0.5,1.5,0
-6.5,-4.5,1.5,1,2,1.5,0
-4.5,-10.5,1.5,2,1,1.5,0
-4.5,-6.5,1.5,2,2,1.5,0
-2.5,-8,1,2,2,1,0
3.5,-8,1,2,2,1,0
-7.5,3,1,2,1.25,1,0
-6,4.5,3,0,4.5,7,0
-3.5,3,1.5,2,2.5,1.5,1
-3.5,-2,1.5,2,2.5,1.5,1
-0.25,-4.5,1.5,1,3.25,1.5,1
6.25,-4.5,1.5,1,3.25,1.5,1
9.5,-9.75,1.5,2,1.75,1.5,1
9.5,-6.25,1.5,2,1.75,1.5,1
