27,2,3,0,12,6.5,0
57.5,-6.5,3,0,6.5,6,0
57.5,-7.5,0,0,4.5,3,0
18.5,2,0,0,6.5,5.5,0
43.5,4,0,0,18.5,8.5,0
60,12.5,1.5,1,2,1.5,0
62,1,1.5,2,11.5,1.5,0
57.5,-10.5,1.5,1,4.5,1.5,0
53,-7.5,1.5,2,3,1.5,0
46.5,-1.5,1.5,1,9.5,1.5,0
16,7.5,1.5,1,4,1.5,0
12,2,1.5,2,5.5,1.5,0
18.5,-3.5,1.5,1,6.5,1.5,0
32.5,4.5,1.5,1,4.5,1.5,0
21.5,1.5,1.5,1,3.5,1.5,0
57.5,-4.5,1.5,1,4.5,1.5,1
30,2,1.5,2,2.5,1.5,1
29,2,1.5,2,2.5,1.5,1
27.5,-0.5,1.5,1,5.5,1.5,1
25.5,7.5,1.5,1,5.5,1.5,1
15,4,1.5,2,3.5,1.5,1
