36,11.5,3,0,7.5,11.5,0
43.5,-19.5,3,0,6,5.5,0
45.5,-19.5,0,0,2,3.5,0
36,19,0,0,6.5,6,0
35,-5,0,0,8.5,18,0
26.5,-18.5,1.5,2,4.5,1.5,0
37,-23,1.5,1,10.5,1.5,0
47.5,-19.5,1.5,2,3.5,1.5,0
45.5,-16,1.5,1,2,1.5,0
41.5,-8.5,1.5,2,9.5,1.5,0
29.5,21.5,1.5,2,3.5,1.5,0
36,25,1.5,1,6.5,1.5,0
42.5,19,1.5,2,6,1.5,0
32.5,6.5,1.5,2,4.5,1.5,0
38.5,19,1.5,2,3,1.5,0
43.5,-19.5,1.5,2,3.5,1.5,1
36.5,9,1.5,1,4,1.5,1
36.5,10,1.5,1,4,1.5,1
40.5,10,1.5,2,5,1.5,1
29.5,12.5,1.5,2,5.5,1.5,1
36,23,1.5,1,3.5,1.5,1
