16.5,-2.5,0,0,4.5,9.5,0
16.5,-2.5,3,0,4.5,9.5,0
23.5,5.5,-0.5,0,2.5,6.5,0
18.75,-12,1.5,1,2.25,1.5,1
14.25,-12,1.5,1,2.25,1.5,1
12,-10.7,1.5,2,1.3,1.5,1
12,-8.1,1.5,2,1.3,1.5,1
12,-5.5,1.5,2,1.3,1.5,1
12,-2.9,1.5,2,1.3,1.5,1
12,-0.3,1.5,2,1.3,1.5,1
21,-0.3,1.5,2,1.3,1.5,1
21,-2.9,1.5,2,1.3,1.5,1
21,-5.5,1.5,2,1.3,1.5,1
21,-8.1,1.5,2,1.3,1.5,1
21,-10.7,1.5,2,1.3,1.5,1
17.5,-5,1.5,2,3,1.5,1
16,-8,1.5,1,1.5,1.5,1
14.5,-5,1.5,2,3,1.5,1
16,-2,1.5,1,1.5,1.5,1
13.75,1,1.5,1,1.75,1.5,1
19.25,1,1.5,1,1.75,1.5,1
