40,-10,3,0,6.5,13,0
30.5,20.5,3,0,4,5.5,0
30,20.5,0,0,2.5,4.5,0
40,-20,0,0,5.5,6,0
41,5.5,0,0,8.5,19.5,0
49.5,23,1.5,2,2,1.5,0
38.5,25,1.5,1,11,1.5,0
27.5,20.5,1.5,2,4.5,1.5,0
30,16,1.5,1,2.5,1.5,0
33.5,8.5,1.5,2,9.5,1.5,0
45.5,-22,1.5,2,4,1.5,0
40,-26,1.5,1,5.5,1.5,0
34.5,-20,1.5,2,6,1.5,0
42.5,-5.5,1.5,2,4.5,1.5,0
39.5,-16,1.5,2,3,1.5,0
32.5,20.5,1.5,2,4.5,1.5,1
40,-7,1.5,1,2.5,1.5,1
40,-8,1.5,1,2.5,1.5,1
37.5,-11,1.5,2,6,1.5,1
45.5,-12,1.5,2,6,1.5,1
39.5,-21,1.5,1,4,1.5,1
