14.5,-4.5,0,0,11,3,0
14.5,-4.5,3,0,11,3,0
25.5,3,-0.5,0,9,4.5,0
3.5,-3,1.5,2,1.5,1.5,1
3.5,-6,1.5,2,1.5,1.5,1
5.3,-7.5,1.5,1,1.8,1.5,1
8.9,-7.5,1.5,1,1.8,1.5,1
12.5,-7.5,1.5,1,1.8,1.5,1
16.1,-7.5,1.5,1,1.8,1.5,1
19.7,-7.5,1.5,1,1.8,1.5,1
19.7,-1.5,1.5,1,1.8,1.5,1
16.1,-1.5,1.5,1,1.8,1.5,1
12.5,-1.5,1.5,1,1.8,1.5,1
8.9,-1.5,1.5,1,1.8,1.5,1
5.3,-1.5,1.5,1,1.8,1.5,1
10.5,-3.5,1.5,1,3,1.5,1
7.5,-4.5,1.5,2,1,1.5,1
10.5,-5.5,1.5,1,3,1.5,1
13.5,-4.5,1.5,2,1,1.5,1
21.5,-6.5,1.5,2,1,1.5,1
21.5,-2.5,1.5,2,1,1.5,1
