52.5,0,1.5,2,22.5,1.5,0
61.5,9.473684,1.5,2,1.184211,1.5,0
55.58206,10.657895,1.5,1,1.20786,1.5,0
56.5,8.289474,1.5,2,2.368421,1.5,0
54.5,5.921053,1.5,1,2,1.5,0
55.5,-22.5,1.5,1,3,1.5,0
61.5,-11.842105,1.5,2,3.552632,1.5,0
55.5,-8.289474,1.5,1,3,1.5,0
55.5,-15.394737,1.5,1,3,1.5,0
56.329111,-11.842105,1.5,2,3.552632,1.5,0
54.244879,3.421053,1.5,2,2.5,1.5,0
57,0,0,0,4.5,22.5,0
57,-15.394737,3,0,4.5,7.105263,0
57,10.657895,3,0,4.5,11.842105,0
61.5,3.552632,1.5,2,4.736842,1.5,1
61.5,15.394737,1.5,2,4.736842,1.5,1
57,20.131579,1.5,1,4.5,1.5,1
57,-1.184211,1.5,1,4.5,1.5,1
60,-22.5,1.5,1,1.5,1.5,1
61.5,-18.947368,1.5,2,3.552632,1.5,1
60,-8.289474,1.5,1,1.5,1.5,1
