61,0,1.5,2,22,1.5,0
53,-11.578947,1.5,2,1.157895,1.5,0
56.893169,-12.736842,1.5,1,2.266798,1.5,0
56,-10.421053,1.5,2,2.315789,1.5,0
58.5,-8.105263,1.5,1,2.5,1.5,0
58.333333,19.684211,1.5,1,2.666667,1.5,0
53,11.578947,1.5,2,3.473684,1.5,0
58.333333,8.105263,1.5,1,2.666667,1.5,0
58.333333,15.052632,1.5,1,2.666667,1.5,0
57.406869,11.578947,1.5,2,3.473684,1.5,0
58.324011,-5.605263,1.5,2,2.5,1.5,0
57,0,0,0,4,22,0
57,15.052632,3,0,4,6.947368,0
57,-11.578947,3,0,4,10.421053,0
53,-5.789474,1.5,2,4.631579,1.5,1
53,-16.210526,1.5,2,3.473684,1.5,1
57,-19.684211,1.5,1,4,1.5,1
57,-1.157895,1.5,1,4,1.5,1
54.333333,19.684211,1.5,1,1.333333,1.5,1
53,17.368421,1.5,2,2.315789,1.5,1
54.333333,8.105263,1.5,1,1.333333,1.5,1
