40,-10,3,0,7.5,12,0
31,20.5,3,0,5.5,5.5,0
30,20.5,0,0,2.5,3.5,0
40,-20,0,0,6.5,6,0
41.5,5,0,0,9,19,0
50.5,20,1.5,2,4,1.5,0
39,24,1.5,1,11.5,1.5,0
27.5,20.5,1.5,2,3.5,1.5,0
30,17,1.5,1,2.5,1.5,0
35.5,10.5,1.5,2,9.5,1.5,0
46.5,-22,1.5,2,4,1.5,0
40,-26,1.5,1,6.5,1.5,0
33.5,-20,1.5,2,6,1.5,0
43.5,-6.5,1.5,2,4.5,1.5,0
37.5,-16.5,1.5,2,2.5,1.5,0
32.5,20.5,1.5,2,3.5,1.5,1
39.5,-8,1.5,1,4,1.5,1
39.5,-9,1.5,1,4,1.5,1
35.5,-10,1.5,2,5,1.5,1
46.5,-12.5,1.5,2,5.5,1.5,1
41.5,-21,1.5,1,3,1.5,1
