53,0,1.5,2,20,1.5,0
61,-8.421053,1.5,2,1.052632,1.5,0
56.151738,-9.473684,1.5,1,1.981294,1.5,0
56,-7.368421,1.5,2,2.105263,1.5,0
54.5,-5.263158,1.5,1,1.5,1.5,0
55.666667,20,1.5,1,2.666667,1.5,0
61,12.631579,1.5,2,3.157895,1.5,0
55.666667,9.473684,1.5,1,2.666667,1.5,0
55.666667,15.789474,1.5,1,2.666667,1.5,0
55.992251,12.631579,1.5,2,3.157895,1.5,0
54.719131,-3.763158,1.5,2,1.5,1.5,0
57,0,0,0,4,20,0
57,14.736842,3,0,4,5.263158,0
57,-10.526316,3,0,4,9.473684,0
61,-4.210526,1.5,2,3.157895,1.5,1
61,-12.631579,1.5,2,3.157895,1.5,1
57,-15.789474,1.5,1,4,1.5,1
57,-1.052632,1.5,1,4,1.5,1
59.666667,20,1.5,1,1.333333,1.5,1
61,17.894737,1.5,2,2.105263,1.5,1
59.666667,9.473684,1.5,1,1.333333,1.5,1
