15.5,-2,0,0,4,11,0
15.5,-2,3,0,4,11,0
23,5.5,-0.5,0,3.5,7.5,0
17.5,-13,1.5,1,2,1.5,1
13.5,-13,1.5,1,2,1.5,1
11.5,-11.5,1.5,2,1.5,1.5,1
11.5,-8.5,1.5,2,1.5,1.5,1
11.5,-5.5,1.5,2,1.5,1.5,1
11.5,-2.5,1.5,2,1.5,1.5,1
11.5,0.5,1.5,2,1.5,1.5,1
19.5,0.5,1.5,2,1.5,1.5,1
19.5,-2.5,1.5,2,1.5,1.5,1
19.5,-5.5,1.5,2,1.5,1.5,1
19.5,-8.5,1.5,2,1.5,1.5,1
19.5,-11.5,1.5,2,1.5,1.5,1
16.5,-7,1.5,2,2.5,1.5,1
15.5,-9.5,1.5,1,1,1.5,1
14.5,-7,1.5,2,2.5,1.5,1
15.5,-4.5,1.5,1,1,1.5,1
13,2,1.5,1,1.5,1.5,1
18,2,1.5,1,1.5,1.5,1
