22.5,4.5,0,0,6,11.5,0
22.5,4.5,3,0,6,11.5,0
13,-7,-0.5,0,3.5,9,0
19.5,16,1.5,1,3,1.5,1
25.5,16,1.5,1,3,1.5,1
28.5,14.2,1.5,2,1.8,1.5,1
28.5,10.6,1.5,2,1.8,1.5,1
28.5,7,1.5,2,1.8,1.5,1
28.5,3.4,1.5,2,1.8,1.5,1
28.5,-0.2,1.5,2,1.8,1.5,1
16.5,-0.2,1.5,2,1.8,1.5,1
16.5,3.4,1.5,2,1.8,1.5,1
16.5,7,1.5,2,1.8,1.5,1
16.5,10.6,1.5,2,1.8,1.5,1
16.5,14.2,1.5,2,1.8,1.5,1
21.5,6,1.5,2,3,1.5,1
22.5,9,1.5,1,1,1.5,1
23.5,6,1.5,2,3,1.5,1
22.5,3,1.5,1,1,1.5,1
26,-2,1.5,1,2.5,1.5,1
19,-2,1.5,1,2.5,1.5,1
