36.5,11.5,3,0,6.5,12,0
44.5,-19.5,3,0,4.5,6,0
44.5,-19.5,0,0,2.5,4,0
36.5,18.5,0,0,5.5,7,0
34.5,-6,0,0,7.5,17.5,0
27,-20,1.5,2,3.5,1.5,0
37,-23.5,1.5,1,10,1.5,0
47,-19.5,1.5,2,4,1.5,0
44.5,-15.5,1.5,1,2.5,1.5,0
40,-7.5,1.5,2,10,1.5,0
31,21.5,1.5,2,4,1.5,0
36.5,25.5,1.5,1,5.5,1.5,0
42,18.5,1.5,2,7,1.5,0
33,6.5,1.5,2,5,1.5,0
38,17.5,1.5,2,3,1.5,0
42,-19.5,1.5,2,4,1.5,1
36,7.5,1.5,1,3,1.5,1
36,8.5,1.5,1,3,1.5,1
39,9,1.5,2,5.5,1.5,1
31,12,1.5,2,5.5,1.5,1
35.5,22.5,1.5,1,3.5,1.5,1
