14.5,3,0,0,13,4.5,0
14.5,3,3,0,13,4.5,0
27,-4.5,-0.5,0,9.5,3,0
1.5,0.75,1.5,2,2.25,1.5,1
1.5,5.25,1.5,2,2.25,1.5,1
3.4,7.5,1.5,1,1.9,1.5,1
7.2,7.5,1.5,1,1.9,1.5,1
11,7.5,1.5,1,1.9,1.5,1
14.8,7.5,1.5,1,1.9,1.5,1
18.6,7.5,1.5,1,1.9,1.5,1
18.6,-1.5,1.5,1,1.9,1.5,1
14.8,-1.5,1.5,1,1.9,1.5,1
11,-1.5,1.5,1,1.9,1.5,1
7.2,-1.5,1.5,1,1.9,1.5,1
3.4,-1.5,1.5,1,1.9,1.5,1
11.5,2.5,1.5,1,3.5,1.5,1
8,3.5,1.5,2,1,1.5,1
11.5,4.5,1.5,1,3.5,1.5,1
15,3.5,1.5,2,1,1.5,1
20.5,5.75,1.5,2,1.75,1.5,1
20.5,0.25,1.5,2,1.75,1.5,1
