39.5,-11,3,0,7,12.5,0
31.5,20.5,3,0,5,6,0
30.5,20.5,0,0,2,4,0
39.5,-20.5,0,0,6,6,0
41,5,0,0,8.5,19.5,0
49.5,21,1.5,2,3.5,1.5,0
39,24.5,1.5,1,10.5,1.5,0
28.5,20.5,1.5,2,4,1.5,0
30.5,16.5,1.5,1,2,1.5,0
34.5,8,1.5,2,9.5,1.5,0
45.5,-22.5,1.5,2,4,1.5,0
39.5,-26.5,1.5,1,6,1.5,0
33.5,-20.5,1.5,2,6,1.5,0
43.5,-8,1.5,2,4.5,1.5,0
38.5,-17,1.5,2,3.5,1.5,0
32.5,20.5,1.5,2,4,1.5,1
40,-9.5,1.5,1,3.5,1.5,1
40,-10.5,1.5,1,3.5,1.5,1
36.5,-10.5,1.5,2,5,1.5,1
45.5,-13.5,1.5,2,5,1.5,1
40.5,-22.5,1.5,1,4,1.5,1
