39,-11.5,3,0,6.5,11,0
31,20.5,3,0,4.5,5,0
30,20.5,0,0,2.5,4,0
39,-19.5,0,0,5.5,6,0
41,5.5,0,0,8.5,19,0
49.5,21.5,1.5,2,3,1.5,0
38.5,24.5,1.5,1,11,1.5,0
27.5,20.5,1.5,2,4,1.5,0
30,16.5,1.5,1,2.5,1.5,0
34.5,9,1.5,2,9.5,1.5,0
44.5,-21.5,1.5,2,4,1.5,0
39,-25.5,1.5,1,5.5,1.5,0
33.5,-19.5,1.5,2,6,1.5,0
42.5,-7.5,1.5,2,5,1.5,0
36.5,-16,1.5,2,2.5,1.5,0
32.5,20.5,1.5,2,4,1.5,1
39,-9.5,1.5,1,3.5,1.5,1
39,-10.5,1.5,1,3.5,1.5,1
35.5,-10.5,1.5,2,5,1.5,1
44.5,-12.5,1.5,2,5,1.5,1
40,-21.5,1.5,1,3.5,1.5,1
