14.5,-1.5,0,0,4.5,9,0
14.5,-1.5,3,0,4.5,9,0
23.5,4.5,-0.5,0,4.5,6,0
16.75,-10.5,1.5,1,2.25,1.5,1
12.25,-10.5,1.5,1,2.25,1.5,1
10,-9.3,1.5,2,1.2,1.5,1
10,-6.9,1.5,2,1.2,1.5,1
10,-4.5,1.5,2,1.2,1.5,1
10,-2.1,1.5,2,1.2,1.5,1
10,0.3,1.5,2,1.2,1.5,1
19,0.3,1.5,2,1.2,1.5,1
19,-2.1,1.5,2,1.2,1.5,1
19,-4.5,1.5,2,1.2,1.5,1
19,-6.9,1.5,2,1.2,1.5,1
19,-9.3,1.5,2,1.2,1.5,1
15.5,-4.5,1.5,2,3,1.5,1
14,-7.5,1.5,1,1.5,1.5,1
12.5,-4.5,1.5,2,3,1.5,1
14,-1.5,1.5,1,1.5,1.5,1
11.75,1.5,1.5,1,1.75,1.5,1
17.25,1.5,1.5,1,1.75,1.5,1
