61.5,0,1.5,2,18.5,1.5,0
52.5,5.842105,1.5,2,0.973684,1.5,0
57.618288,6.815789,1.5,1,2.295645,1.5,0
56.5,4.868421,1.5,2,1.947368,1.5,0
59,2.921053,1.5,1,2.5,1.5,0
58.5,-16.552632,1.5,1,3,1.5,0
52.5,-8.763158,1.5,2,1.947368,1.5,0
58.5,-6.815789,1.5,1,3,1.5,0
58.5,-10.710526,1.5,1,3,1.5,0
58.953291,-8.763158,1.5,2,1.947368,1.5,0
58.903728,0.921053,1.5,2,2,1.5,0
57,0,0,0,4.5,18.5,0
57,-12.657895,3,0,4.5,5.842105,0
57,7.789474,3,0,4.5,10.710526,0
52.5,0.973684,1.5,2,3.894737,1.5,1
52.5,10.710526,1.5,2,3.894737,1.5,1
57,14.605263,1.5,1,4.5,1.5,1
57,-2.921053,1.5,1,4.5,1.5,1
54,-16.552632,1.5,1,1.5,1.5,1
52.5,-13.631579,1.5,2,2.921053,1.5,1
54,-6.815789,1.5,1,1.5,1.5,1
