57,4,1.5,1,22,1.5,0
66.263158,-4,1.5,1,1.157895,1.5,0
67.421053,1.075376,1.5,2,1.28831,1.5,0
66.263158,1,1.5,1,1.157895,1.5,0
65.105263,2.5,1.5,2,1.5,1.5,0
37.315789,1.333333,1.5,2,2.666667,1.5,0
47.736842,-4,1.5,1,3.473684,1.5,0
51.210526,1.333333,1.5,2,2.666667,1.5,0
44.263158,1.333333,1.5,2,2.666667,1.5,0
47.736842,1.842757,1.5,1,3.473684,1.5,0
62.605263,2.915704,1.5,1,2.5,1.5,0
57,0,0,0,22,4,0
43.105263,0,3,0,8.105263,4,0
68.578947,0,3,0,10.421053,4,0
61.631579,-4,1.5,1,3.473684,1.5,1
70.894737,-4,1.5,1,3.473684,1.5,1
74.368421,0,1.5,2,4,1.5,1
58.157895,0,1.5,2,4,1.5,1
37.315789,-2.666667,1.5,2,1.333333,1.5,1
40.789474,-4,1.5,1,3.473684,1.5,1
51.210526,-2.666667,1.5,2,1.333333,1.5,1
