27.5,-2,3,0,12.5,7.5,0
59.5,7,3,0,4.5,4.5,0
59.5,8,0,0,3.5,2.5,0
18.5,-2,0,0,6.5,6.5,0
44,-3,0,0,19,8.5,0
59,-11.5,1.5,1,4,1.5,0
63,-0.5,1.5,2,11,1.5,0
59.5,10.5,1.5,1,3.5,1.5,0
56,8,1.5,2,2.5,1.5,0
48.5,3.5,1.5,1,9.5,1.5,0
16.5,-8.5,1.5,1,4.5,1.5,0
12,-2,1.5,2,6.5,1.5,0
18.5,4.5,1.5,1,6.5,1.5,0
31.5,-6.5,1.5,1,4.5,1.5,0
22.5,0.5,1.5,1,3.5,1.5,0
59.5,5.5,1.5,1,3.5,1.5,1
30,-2,1.5,2,4.5,1.5,1
29,-2,1.5,2,4.5,1.5,1
29,2.5,1.5,1,5,1.5,1
26.5,-8.5,1.5,1,5.5,1.5,1
17,-2,1.5,2,3.5,1.5,1
