36.5,11.5,3,0,6,13,0
43.5,-21.5,3,0,6,6,0
45,-21.5,0,0,2.5,4,0
36.5,20.5,0,0,5,7,0
34.5,-6,0,0,8,19.5,0
26.5,-24,1.5,2,1.5,1.5,0
37,-25.5,1.5,1,10.5,1.5,0
47.5,-21.5,1.5,2,4,1.5,0
45,-17.5,1.5,1,2.5,1.5,0
41.5,-9.5,1.5,2,9,1.5,0
31.5,23.5,1.5,2,4,1.5,0
36.5,27.5,1.5,1,5,1.5,0
41.5,20.5,1.5,2,7,1.5,0
34.5,8.5,1.5,2,5,1.5,0
36.5,14.5,1.5,2,3,1.5,0
42.5,-21.5,1.5,2,4,1.5,1
36.5,9.5,1.5,1,2,1.5,1
36.5,10.5,1.5,1,2,1.5,1
38.5,10,1.5,2,5.5,1.5,1
31.5,14,1.5,2,5.5,1.5,1
35.5,20.5,1.5,1,3,1.5,1
