15,3,0,0,5.5,10,0
15,3,3,0,5.5,10,0
24.5,-5.5,-0.5,0,4,7.5,0
17.75,13,1.5,1,2.75,1.5,1
12.25,13,1.5,1,2.75,1.5,1
9.5,11.5,1.5,2,1.5,1.5,1
9.5,8.5,1.5,2,1.5,1.5,1
9.5,5.5,1.5,2,1.5,1.5,1
9.5,2.5,1.5,2,1.5,1.5,1
9.5,-0.5,1.5,2,1.5,1.5,1
20.5,-0.5,1.5,2,1.5,1.5,1
20.5,2.5,1.5,2,1.5,1.5,1
20.5,5.5,1.5,2,1.5,1.5,1
20.5,8.5,1.5,2,1.5,1.5,1
20.5,11.5,1.5,2,1.5,1.5,1
15.5,5,1.5,2,3,1.5,1
14.5,8,1.5,1,1,1.5,1
13.5,5,1.5,2,3,1.5,1
14.5,2,1.5,1,1,1.5,1
11.75,-2,1.5,1,2.25,1.5,1
18.25,-2,1.5,1,2.25,1.5,1
